seqnames	start	width	strand	scores	r2
6	49689	1	*	0.0638131066559796	8.4648E-4
6	49699	1	*	0.149084328565606	0.00197
6	49707	1	*	0.129666336705422	0.00181
6	49708	1	*	0.518471381104007	0.00313
6	49747	1	*	0.28217976609403	0.00148
6	49763	1	*	0.283662712110451	0.00114
6	35146068	1	*	0.778429287833539	0.01043
6	35146120	1	*	0.385904649522508	0.00489
6	35146123	1	*	0.483980533165805	0.00614
6	35146125	1	*	0.855674921599512	0.01089
6	35146131	1	*	0.306598454245195	0.00389
6	35146152	1	*	0.47616252292351	0.00611
6	35146162	1	*	0.0456513426604247	6.4197E-4
6	35146166	1	*	0.387714278623383	0.00506
6	35146177	1	*	0.878899970023693	0.01155
6	35146230	1	*	0.799833753636892	0.01041
6	35146245	1	*	0.812479279163537	0.01062
6	35146301	1	*	0.287552342796951	0.00428
6	35164792	1	*	0.35768389730739	0.00542
6	35164795	1	*	0.0539261880148035	8.6867E-4
6	35164825	1	*	0.0978937175091791	0.00143
6	35164852	1	*	0.186258932372899	0.00256
6	35164854	1	*	0.158659303487607	0.0022
6	35164923	1	*	0.0587470345723809	0.00107
6	35170023	1	*	1.42654817796451	0.02045
6	35170033	1	*	2.20411998265592	0.02403
7	31877	1	*	1.39318885308104	0.01785
7	31914	1	*	0.00605702094357332	1.263E-4
7	31920	1	*	0.275036359498713	0.00376
7	31922	1	*	0.135560120594674	0.00178
7	31925	1	*	0.277094728202813	0.00369
7	32389	1	*	0.157259743025834	0.00207
7	32578	1	*	0.565143790259625	0.00731
7	32767	1	*	0.248844117604065	0.00326
7	32774	1	*	0.874681421876473	0.00652
7	32775	1	*	0.301516678076767	0.01084
7	32882	1	*	0.88445605196778	0.01263
7	32883	1	*	0.88445605196778	0.01272
7	32924	1	*	2.08512818245995	0.02971
7	32957	1	*	0.53919233154877	0.00763
7	32959	1	*	0.53919233154877	0.00763
7	33031	1	*	0.140531452141635	0.002
7	33092	1	*	0.76850492355177	0.01075
7	33126	1	*	0.484735655310395	0.00665
7	36217791	1	*	0.34975077534213	0.00455
7	36218316	1	*	1.34447740374658	0.01696
7	36219836	1	*	0.863216036816635	0.01228
7	36220315	1	*	0.384913085095295	0.0051
7	36220899	1	*	0.274039389886141	0.0035
7	36220965	1	*	3.04993711445792	0.03885
7	36221734	1	*	0.726235041495221	0.00945
7	36221794	1	*	0.713408816562674	0.00984
7	36221857	1	*	0.0407391296723286	6.4487E-4
7	36221944	1	*	0.0672320700177115	0.00106
7	36222082	1	*	0.0268213276789884	4.2781E-4
8	2895	1	*	2.19111413264019	0.02934
8	33055	1	*	0.735961774006879	0.00502
8	33066	1	*	0.0762121582689409	0.00105
8	33072	1	*	0.0947331480405955	9.931E-4
8	33088	1	*	0.372613658301634	0.00277
8	33097	1	*	0.30272705556544	0.0014
8	33103	1	*	0.362230170844176	0.00194
8	33108	1	*	0.0300438855572309	0.0011
8	33111	1	*	0.013026835632119	2.0761E-4
8	33112	1	*	1.0970186002025	0.01403
8	33130	1	*	0.204961591713581	7.8923E-4
8	40425932	1	*	0.597377572251472	0.00788
8	40425942	1	*	0.322237969798158	0.00426
8	40426078	1	*	0.0112315265155826	8.1359E-4
8	40426091	1	*	0.00971887735485236	1.6147E-4
8	40426092	1	*	0.0612651822127657	8.2967E-4
8	40426093	1	*	0.186018924363528	0.00255
8	40426122	1	*	0.180028560674341	0.00238
8	40426123	1	*	0.182414800094703	0.00247
8	40426146	1	*	0.920529320764786	0.01288
8	40426148	1	*	0.186852855419533	0.00272
8	40426152	1	*	0.757384042430735	0.01147
8	40426157	1	*	0.240853621631059	0.00346
8	40426163	1	*	0.0276166289487499	4.2911E-4
8	40426168	1	*	0.907595193100992	0.01271
9	20462	1	*	0.0381140088479395	5.5097E-4
9	92174	1	*	0.0117845123248125	1.7473E-4
9	92308	1	*	0.055778970369875	7.7959E-4
9	92405	1	*	1.87484417041947	0.02376
9	49987794	1	*	0.729460905739452	0.17341
9	49989701	1	*	2.38090666937326	0.02302
9	49990930	1	*	2.38090666937326	0.02302
9	49991357	1	*	2.10402526764094	0.02685
9	49991362	1	*	0.0383890919087193	6.4555E-4
9	49991385	1	*	0.575494043595597	0.00374
9	49991419	1	*	0.0221347006816683	8.4158E-5
9	49991453	1	*	0.0990269208396461	0.00126
9	49991460	1	*	0.0159319764495986	1.9184E-4
9	49991485	1	*	0.0104522991168437	1.2662E-5
9	49991503	1	*	0.37510969902019	0.0021
9	49991524	1	*	0.0124946146761961	1.7536E-4
9	49991554	1	*	0.149598852002842	0.0019
9	49991574	1	*	0.392609321474967	0.00218
9	49991607	1	*	0.14452930388167	6.0453E-4
9	49991628	1	*	0.0452366496244895	1.2684E-4
9	49991680	1	*	0.703532261199885	0.00525
9	49991701	1	*	0.677098778168448	0.00434
9	49991707	1	*	0.290501076909044	0.0013
9	49991708	1	*	0.601226945391141	0.00421
9	49991712	1	*	0.993576747492357	0.00764
9	49991719	1	*	0.269476117607277	0.00112
9	49991732	1	*	0.507952382652474	0.00295
9	49991733	1	*	0.274676532769212	0.00157
9	49991753	1	*	0.424812155072339	0.00235
9	49991817	1	*	0.129110565121593	0.00164
9	49991830	1	*	0.303329145639901	0.00194
9	49991863	1	*	0.384986847032978	0.00215
9	49991898	1	*	0.271500124784207	0.00166
9	49991899	1	*	0.285829566680438	0.00136
9	49991936	1	*	0.492413960236989	0.00295
9	49991963	1	*	0.347937475066432	0.00382
9	49992178	1	*	0.231199161297502	8.1729E-4
9	49992186	1	*	0.228037908841447	8.7388E-4
9	49992217	1	*	0.860845341593096	0.00619
9	49992221	1	*	0.539102157243452	0.00328
9	49992242	1	*	0.626187218717453	0.00391
9	49992244	1	*	0.626187218717453	0.00391
9	49992253	1	*	0.925037356868374	0.00676
9	49992266	1	*	0.405287096051559	0.00203
9	49992311	1	*	0.158146440910133	4.2777E-4
9	49992356	1	*	0.395503947228933	0.00196
9	49992358	1	*	0.461803421650546	0.00582
9	49992359	1	*	0.384123563816595	0.00197
9	49992367	1	*	0.499736073799117	0.0028
9	49992401	1	*	0.445486612249004	0.00291
9	49992404	1	*	0.356655910708253	0.00172
9	49992420	1	*	0.621456752838356	0.00384
9	49992437	1	*	0.0418902372429625	1.3737E-4
9	49992447	1	*	0.109461620170969	3.6899E-4
9	49992526	1	*	0.0121729150452618	9.9403E-5
9	49992559	1	*	0.0402766805812739	7.7373E-5
9	49992561	1	*	0.0121729150452618	9.9403E-5
9	49992575	1	*	0.287931429627651	0.00166
9	49992615	1	*	0.0584935364384395	1.1667E-4
9	49992652	1	*	0.129052104201584	4.2914E-4
9	49992671	1	*	0.00148783277482989	6.536E-5
9	49992699	1	*	0.0169874802228079	2.7068E-4
9	49992733	1	*	0.0557542803783447	1.5214E-4
9	49992752	1	*	0.197280992420318	0.00114
9	49992823	1	*	0.0441824136033093	5.2723E-4
9	49992880	1	*	0.0462789568813649	5.857E-4
9	49992896	1	*	0.0425507540175094	5.4501E-4
9	49992906	1	*	0.0455452206979286	7.0689E-4
9	49992912	1	*	0.104406201101888	0.00144
9	49992923	1	*	0.791424291052425	0.00537
9	49993921	1	*	3.69441219792766	0.05208
9	49993953	1	*	0.111202932543319	1.09886
9	49994157	1	*	0.631564345898194	0.00421
9	49994169	1	*	0.332761912577582	0.00201
9	49994241	1	*	1.1786175002527	0.01486
9	49994251	1	*	0.207230218646522	0.00124
9	49994253	1	*	0.187440904845554	6.8851E-4
9	49994256	1	*	0.187440904845554	6.8851E-4
9	49994274	1	*	0.700187734504283	0.00473
9	49994279	1	*	0.187440904845554	6.8851E-4
9	49994293	1	*	0.345630909024714	0.00186
9	49994308	1	*	0.542435996032601	0.00317
9	49994338	1	*	0.562995034522697	0.00391
9	49994340	1	*	0.606600304706898	0.00372
9	49994342	1	*	0.606600304706898	0.00372
9	49994369	1	*	1.69122222633528	0.02137
9	49994372	1	*	0.191998457485906	6.6344E-4
9	49995808	1	*	1.74545192289103	0.02207
9	49996341	1	*	2.38090666937326	0.02302
9	49996342	1	*	2.38090666937326	0.02302
9	49996480	1	*	1.07961575782164	0.0083
9	49996499	1	*	0.376512946767322	0.00484
9	49996539	1	*	0.238305150170908	9.4719E-4
9	49996546	1	*	0.106532304368373	7.9815E-4
9	49996547	1	*	0.31238187042823	0.00397
9	49996554	1	*	0.0453571591073965	2.3802E-4
9	49996570	1	*	0.0221027116526873	1.8391E-4
9	49996581	1	*	0.0792924396683829	1.4553E-4
9	49996587	1	*	0.0996765761319236	8.9307E-4
9	49996589	1	*	0.0089733910425126	3.9629E-4
9	49996593	1	*	0.0317739682462077	0.00147
9	49996614	1	*	0.0679323077992784	6.0236E-4
9	49996620	1	*	0.220764368324136	0.00341
9	49996636	1	*	0.065400561781927	9.175E-4
9	49996695	1	*	0.43272654468295	0.00545
9	49997101	1	*	0.132155540831518	0.00169
9	49997243	1	*	1.96577273922945	0.02628
9	49997725	1	*	1.84193920606339	0.02334
9	49998764	1	*	1.70092873997259	0.02152
9	50001289	1	*	0.948808875314301	0.0121
9	50001586	1	*	1.70136521687556	0.02151
9	50002031	1	*	1.67943831980476	0.02128
9	50002422	1	*	1.75522823850471	0.0222
9	50002483	1	*	0.417868428651865	0.00526
9	50003263	1	*	1.70136521687556	0.02152
9	50003723	1	*	1.70136521687556	0.02152
9	50004989	1	*	1.70136521687556	0.02152
9	50005069	1	*	1.70136521687556	0.02152
9	50005820	1	*	1.70136521687556	0.02151
9	50006296	1	*	1.7104110474574	0.02163
9	50006517	1	*	1.70136521687556	0.02152
9	50007132	1	*	0.604463937881564	0.0076
9	50007193	1	*	0.838572099208706	0.01074
9	50007238	1	*	0.729460905739452	0.17341
9	50007340	1	*	0.0428670088123133	8.3249E-4
9	50007341	1	*	0.00333512597090776	9.8362E-4
9	50007359	1	*	0.819329447042107	0.00678
9	50007373	1	*	0.258517486086397	0.00121
9	50007378	1	*	0.562265287632429	0.00414
9	50007405	1	*	0.68968912008066	0.00561
9	50007423	1	*	0.0470574922617028	0.0013
9	50007429	1	*	0.333098437301119	0.0042
9	50007430	1	*	0.246823085234744	0.00311
9	50007433	1	*	0.057778574685193	6.2573E-4
9	50007446	1	*	0.374666966849184	0.00329
9	50007455	1	*	0.592082482297037	0.00692
9	50007483	1	*	0.277070068492849	0.00112
9	50007488	1	*	0.865281159499605	0.00717
9	50007493	1	*	0.277070068492849	0.00112
9	50007526	1	*	0.418311975095411	0.00357
9	50007984	1	*	0.353772772406039	0.00283
9	50007989	1	*	0.230792584250051	0.00291
9	50007998	1	*	0.413941821692078	0.0027
9	50008009	1	*	0.315396977671629	0.00168
9	50008028	1	*	0.444966042330881	0.00359
9	50008490	1	*	1.48972315558264	0.01896
9	50008595	1	*	4.46636773120524	0.05749
9	50008722	1	*	2.38090666937326	0.02302
9	50008857	1	*	0.749555599810034	0.00944
9	50009864	1	*	0.729460905739452	0.17341
9	50009920	1	*	0.729460905739452	0.17341
9	50010389	1	*	2.38090666937326	0.02302
9	50011034	1	*	1.32901239698997	0.35526
9	50011104	1	*	1.73565449294991	0.02516
9	50011496	1	*	0.729460905739452	0.17341
9	50012888	1	*	0.464237651526881	0.00606
9	50012951	1	*	0.270106596036762	0.0034
9	50015893	1	*	2.23433144524099	3.15344
9	50016740	1	*	0.583060082458958	0.00741
9	50019529	1	*	2.70774392864352	1.62343
9	50019899	1	*	1.33040421897569	0.01678
9	50020480	1	*	0.580011226569585	0.42447
9	50021062	1	*	0.353547259107063	0.00446
9	50021068	1	*	0.350918391267661	0.00446
9	50021386	1	*	0.729460905739452	0.17341
9	50022255	1	*	1.70333480973847	0.02153
9	50022944	1	*	0.361860316038804	0.00464
9	50023302	1	*	1.6929320493387	0.02141
9	50024123	1	*	0.729460905739452	0.17341
9	50024280	1	*	2.42712839779952	0.03087
9	50024534	1	*	0.378834108169388	0.00482
9	50024790	1	*	2.38090666937326	0.02302
9	50025188	1	*	0.871859316870008	0.01098
9	50027187	1	*	3.09796445615635	0.0347
9	50027330	1	*	0.729460905739452	0.17341
9	50027333	1	*	0.946498997613585	0.01197
9	50027572	1	*	1.2605858973013	0.01589
9	50027597	1	*	2.06854212931099	0.025
9	50027604	1	*	0.0823684740575848	0.00109
9	50028446	1	*	0.803768529557125	1.56887
9	50031097	1	*	3.5810692722715	0.04577
9	50039141	1	*	1.24718356881173	2.19791
9	50043480	1	*	0.729460905739452	0.17341
9	50045132	1	*	10.5023517330058	1.26405
9	50046002	1	*	2.38090666937326	0.02302
9	50046855	1	*	0.00238211184779326	1.4741E-4
9	50047057	1	*	0.729460905739452	0.17341
9	50047095	1	*	1.64685345378602	0.1844
9	50047277	1	*	0.341044681441793	0.00155
9	50047297	1	*	0.0125706063206341	0.00165
9	50047330	1	*	0.871374595124049	0.00974
9	50047334	1	*	0.49254893909803	0.00382
9	50047386	1	*	0.401253253071866	0.00513
9	50047390	1	*	0.165884617895448	0.00218
9	50047394	1	*	0.655077464146163	0.00826
9	50047417	1	*	0.247890063509653	0.00159
9	50047428	1	*	0.0853237118199863	3.9615E-4
9	50047437	1	*	0.069519628323087	9.0256E-4
9	50047438	1	*	0.167018729682038	0.0011
9	50047445	1	*	0.225103648549327	9.367E-4
9	50047447	1	*	0.167018729682038	0.0011
9	50047459	1	*	0.234741350398271	0.00135
9	50047531	1	*	4.28898618810948	0.04682
9	50047538	1	*	3.80665274361354	0.04069
9	50047544	1	*	3.10606078475734	0.03196
9	50047551	1	*	3.29991095883825	0.03367
9	50047568	1	*	3.22942779356433	0.03286
9	50047595	1	*	6.58599654500286	0.07485
9	50047602	1	*	6.46713101295402	0.07332
9	50047638	1	*	6.43021657174838	0.07267
9	50047659	1	*	8.56458568378247	0.10142
9	50047669	1	*	7.97914171808168	0.09322
9	50047671	1	*	9.24110324007757	0.11042
9	50047683	1	*	7.74366718157433	0.09004
9	50047686	1	*	8.65462626944091	0.10191
9	50047691	1	*	7.98497573667537	0.09348
9	50047698	1	*	8.8712131413574	0.10552
9	50047702	1	*	7.51807031756979	0.08699
9	50047714	1	*	7.20465536331988	0.08354
9	50047718	1	*	7.20465536331988	0.08354
9	50047721	1	*	7.94958157275486	0.09254
9	50047758	1	*	6.22748026493532	0.0702
9	50047800	1	*	4.71983153478921	0.0511
9	50047801	1	*	4.71983153478921	0.0511
9	50047813	1	*	6.00508044521268	0.06745
9	50047816	1	*	4.91399629438162	0.0634
9	50047822	1	*	4.29154510554161	0.04578
9	50047835	1	*	3.13194363817696	0.03992
9	50047845	1	*	2.45222529461218	0.02367
9	50048012	1	*	2.22548303427145	0.02249
9	50048037	1	*	2.34969247686806	0.02269
9	50048041	1	*	1.90657831483776	0.01763
9	50048302	1	*	2.65560772631489	0.02615
9	50048359	1	*	5.1863322946173	0.05672
9	50048379	1	*	4.99178319841031	0.0562
9	50048387	1	*	5.57474300783822	0.06301
9	50048394	1	*	5.17609560202221	0.05669
9	50048398	1	*	6.78911990969313	0.07757
9	50048423	1	*	6.9992189726465	0.08035
9	50048432	1	*	0.360623094264343	0.00456
9	50048456	1	*	7.77691960216884	0.09047
9	50048474	1	*	5.1488578864843	0.05677
9	50048480	1	*	5.52598781483015	0.06127
9	50048499	1	*	4.32114487741942	0.04683
9	50048506	1	*	5.04546323512047	0.05499
9	50048881	1	*	0.729460905739452	0.17341
9	50048916	1	*	0.861097600066406	0.011
9	50048976	1	*	9.09771964068063	2.68783
9	50049085	1	*	2.56224943717961	0.02502
9	50049124	1	*	1.49227902331439	0.01266
9	50049141	1	*	3.74321011807319	0.03927
9	50049143	1	*	3.74321011807319	0.03927
9	50049146	1	*	3.96605379700964	0.04154
9	50049159	1	*	4.28825180528887	0.04603
9	50049174	1	*	3.74287364197741	0.03918
9	50049186	1	*	2.66756154008439	0.03392
9	50049192	1	*	2.66756154008439	0.03392
9	50049209	1	*	3.08234222524481	0.03928
9	50050216	1	*	1.71851211205992	0.02173
9	50050324	1	*	1.8735438865682	0.0237
9	50050772	1	*	0.024343060121729	0.00508
9	50050776	1	*	0.120628829498008	0.00565
9	50050778	1	*	0.0957877273678311	0.00181
9	50050789	1	*	0.152772939849958	0.00104
9	50050805	1	*	0.0759534340375889	0.00222
9	50050806	1	*	0.069193550799066	8.1316E-4
9	50050810	1	*	0.242809018748427	0.01386
9	50050818	1	*	0.10091853604018	0.00101
9	50050819	1	*	0.242809018748427	0.01386
9	50050837	1	*	0.613804343879433	0.00773
9	50050856	1	*	0.11540852485981	0.00301
